Player,Tm,Pos,Age,G,GS,PlID,TmID,Cmp/G,PassAtt/G,PassYds/G,PassTD/G,Int/G,RushAtt/G,RushYds/G,RushYds/Att,RushTD/G,Tgt/G,Rec/G,RecYds/G,Yds/Rec,RecTD/G,Fmb/G,FL/G,TotTD/G,2PM/G,2PP/G,FPts,PosRk,OvRank,Yr,PPR/G,Starter,Next_Yr_PPG,Next_Yr_Starter
CharlieWhitehurst,CLE,QB,34,1,0,CharlieWhitehurst2016,CLE2016,14.0,24.0,182.0,1.0,1.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,52,426,2016,9.4,0,,
CharlieWhitehurst,2TM,QB,33,5,0,CharlieWhitehurst2015,2TM2015,3.2,6.4,30.0,0.0,0.2,0.4,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,61,475,2015,0.82,0,9.4,0.0
CharlieWhitehurst,TEN,QB,32,7,5,CharlieWhitehurst2014,TEN2014,15.0,26.429,189.429,1.0,0.286,2.857,12.857,4.5,0.0,0.0,0.0,1.429,0.0,0.0,0.429,0.0,0.0,0.0,0.0,87.0,37,195,2014,12.429,0,0.82,0.0
CharlieWhitehurst,SDG,QB,31,2,0,CharlieWhitehurst2013,SDG2013,0.0,0.0,0.0,0.0,0.0,3.0,-2.5,-0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,67,522,2013,-0.25,0,12.429,0.0
CharlieWoerner,SFO,TE,24,17,3,CharlieWoerner2021,SFO2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353,0.294,3.059,10.4,0.0,0.0,0.0,0.0,0.0,0.0,10.2,87,448,2021,0.6,0,,
CharlieWoerner,SFO,TE,23,14,0,CharlieWoerner2020,SFO2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.214,2.571,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,94,489,2020,0.471,0,0.6,0.0
CharlyMartin,SEA,WR,28,4,1,CharlyMartin2012,SEA2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,10.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,8.2,168,436,2012,2.05,0,,
CharonePeake,NYJ,WR,26,13,0,CharonePeake2018,NYJ2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.231,0.154,1.923,12.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,178,471,2018,0.346,0,,
CharonePeake,NYJ,WR,25,3,0,CharonePeake2017,NYJ2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,199,514,2017,0.433,0,0.346,0.0
CharonePeake,NYJ,WR,24,15,1,CharonePeake2016,NYJ2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333,1.267,12.4,9.79,0.0,0.0,0.0,0.067,0.0,0.0,43.6,121,272,2016,2.907,0,0.433,0.0
ChaseClaypool,PIT,WR,23,15,13,ChaseClaypool2021,PIT2021,0.0,0.0,0.0,0.0,0.0,0.933,6.4,6.86,0.0,7.0,3.933,57.333,14.58,0.133,0.0,0.0,0.133,0.0,0.0,166.6,36,96,2021,11.107,0,,
ChaseClaypool,PIT,WR,22,16,6,ChaseClaypool2020,PIT2020,0.0,0.0,0.0,0.0,0.0,0.625,1.0,1.6,0.125,6.812,3.875,54.562,14.08,0.562,0.188,0.062,0.688,0.0,0.0,214.9,14,55,2020,13.431,0,11.107,0.0
ChaseCoffman,2TM,TE,29,2,0,ChaseCoffman2015,2TM2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,4.0,35.5,8.88,0.5,0.0,0.0,0.5,0.0,0.0,21.1,68,378,2015,10.55,0,,
ChaseCoffman,TEN,TE,28,13,3,ChaseCoffman2014,TEN2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.077,0.462,4.923,10.67,0.077,0.0,0.0,0.077,0.0,0.0,18.4,64,372,2014,1.415,0,10.55,0.0
ChaseCoffman,ATL,TE,26,5,0,ChaseCoffman2012,ATL2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.4,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,90,485,2012,0.44,0,1.415,0.0
ChaseDaniel,LAC,QB,35,1,0,ChaseDaniel2021,LAC2021,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,79,585,2021,-0.2,0,,
ChaseDaniel,DET,QB,34,4,0,ChaseDaniel2020,DET2020,7.25,10.75,66.0,0.25,0.5,0.5,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,57,438,2020,3.05,0,-0.2,0.0
ChaseDaniel,CHI,QB,33,3,1,ChaseDaniel2019,CHI2019,15.0,21.333,145.0,1.0,0.667,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,46,345,2019,8.667,0,3.05,0.0
ChaseDaniel,CHI,QB,32,5,2,ChaseDaniel2018,CHI2018,10.6,15.2,103.0,0.6,0.4,2.6,0.6,0.23,0.0,0.2,0.2,1.6,8.0,0.0,0.8,0.0,0.0,0.0,0.0,30.7,46,337,2018,6.14,0,8.667,0.0
ChaseDaniel,NOR,QB,31,1,0,ChaseDaniel2017,NOR2017,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,-0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,70,527,2017,-0.2,0,6.14,0.0
ChaseDaniel,PHI,QB,30,1,0,ChaseDaniel2016,PHI2016,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,62,530,2016,0.6,0,-0.2,0.0
ChaseDaniel,KAN,QB,28,3,1,ChaseDaniel2014,KAN2014,5.333,9.333,52.333,0.0,0.0,1.333,5.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,55,443,2014,2.6,0,0.6,0.0
ChaseDaniel,KAN,QB,27,5,1,ChaseDaniel2013,KAN2013,5.0,7.6,49.6,0.2,0.2,2.8,10.4,3.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,48,366,2013,3.42,0,2.6,0.0
ChaseDaniel,NOR,QB,26,16,0,ChaseDaniel2012,NOR2012,0.062,0.062,0.625,0.0,0.0,0.188,1.062,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,59,487,2012,0.131,0,3.42,0.0
ChaseEdmonds,ARI,RB,25,12,11,ChaseEdmonds2021,ARI2021,0.0,0.0,0.0,0.0,0.0,9.667,49.333,5.1,0.167,4.417,3.583,25.917,7.23,0.0,0.083,0.083,0.167,0.0,0.0,143.3,37,125,2021,11.942,0,,
ChaseEdmonds,ARI,RB,24,16,2,ChaseEdmonds2020,ARI2020,0.0,0.0,0.0,0.0,0.0,6.062,28.0,4.62,0.062,4.188,3.312,25.125,7.58,0.25,0.125,0.0,0.312,0.0,0.0,168.0,30,95,2020,10.5,0,11.942,0.0
ChaseEdmonds,ARI,RB,23,13,2,ChaseEdmonds2019,ARI2019,0.0,0.0,0.0,0.0,0.0,4.615,23.308,5.05,0.308,1.615,0.923,8.077,8.75,0.077,0.0,0.0,0.385,0.0,0.0,82.8,52,205,2019,6.369,0,10.5,0.0
ChaseEdmonds,ARI,RB,22,16,0,ChaseEdmonds2018,ARI2018,0.0,0.0,0.0,0.0,0.0,3.75,13.0,3.47,0.125,1.438,1.25,6.438,5.15,0.0,0.062,0.0,0.125,0.0,0.0,63.1,77,241,2018,3.944,0,6.369,0.0
ChaseFord,MIN,TE,24,11,5,ChaseFord2014,MIN2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.182,2.091,23.455,11.22,0.091,0.0,0.0,0.091,0.0,0.0,54.8,43,258,2014,4.982,0,,
ChaseFord,MIN,TE,23,9,0,ChaseFord2013,MIN2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.778,1.222,14.778,12.09,0.0,0.0,0.0,0.0,0.0,0.0,24.3,57,334,2013,2.7,0,4.982,0.0
ChazSchilens,NYJ,WR,27,15,6,ChazSchilens2012,NYJ2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.733,1.867,19.267,10.32,0.133,0.067,0.067,0.133,0.0,0.0,66.9,97,222,2012,4.46,0,,
ChesterRogers,TEN,WR,27,16,2,ChesterRogers2021,TEN2021,0.0,0.0,0.0,0.0,0.0,0.062,0.562,9.0,0.0,2.688,1.875,18.812,10.03,0.062,0.25,0.062,0.062,0.0,0.0,65.0,115,251,2021,4.062,0,,
ChesterRogers,IND,WR,25,12,6,ChesterRogers2019,IND2019,0.0,0.0,0.0,0.0,0.0,0.083,1.5,18.0,0.0,2.333,1.333,14.917,11.19,0.167,0.167,0.083,0.167,0.0,0.0,45.7,111,280,2019,3.808,0,4.062,0.0
ChesterRogers,IND,WR,24,16,10,ChesterRogers2018,IND2018,0.0,0.0,0.0,0.0,0.0,0.062,-0.25,-4.0,0.0,4.5,3.312,30.312,9.15,0.125,0.062,0.0,0.125,0.125,0.0,117.1,78,152,2018,7.319,0,3.808,0.0
ChesterRogers,IND,WR,23,11,4,ChesterRogers2017,IND2017,0.0,0.0,0.0,0.0,0.0,0.273,0.727,2.67,0.0,3.364,2.091,25.818,12.35,0.091,0.0,0.0,0.091,0.0,0.0,58.2,103,249,2017,5.291,0,7.319,0.0
ChesterRogers,IND,WR,22,14,2,ChesterRogers2016,IND2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.429,1.357,19.5,14.37,0.0,0.143,0.0,0.0,0.0,0.0,46.3,116,269,2016,3.307,0,5.291,0.0
ChrisCarson,SEA,RB,27,4,4,ChrisCarson2021,SEA2021,0.0,0.0,0.0,0.0,0.0,13.5,58.0,4.3,0.75,1.5,1.5,7.25,4.83,0.0,0.25,0.25,0.75,0.0,0.0,48.1,75,300,2021,12.025,0,,
ChrisCarson,SEA,RB,26,12,12,ChrisCarson2020,SEA2020,0.0,0.0,0.0,0.0,0.0,11.75,56.75,4.83,0.417,3.833,3.083,23.917,7.76,0.333,0.083,0.0,0.75,0.0,0.0,187.8,16,76,2020,15.65,0,12.025,0.0
ChrisCarson,SEA,RB,25,15,15,ChrisCarson2019,SEA2019,0.0,0.0,0.0,0.0,0.0,18.533,82.0,4.42,0.467,3.133,2.467,17.733,7.19,0.133,0.467,0.267,0.6,0.0,0.0,232.6,9,46,2019,15.507,0,15.65,0.0
ChrisCarson,SEA,RB,24,14,14,ChrisCarson2018,SEA2018,0.0,0.0,0.0,0.0,0.0,17.643,82.214,4.66,0.643,1.714,1.429,11.643,8.15,0.0,0.214,0.143,0.643,0.0,0.0,201.4,14,63,2018,14.386,0,15.507,0.0
ChrisCarson,SEA,RB,23,4,3,ChrisCarson2017,SEA2017,0.0,0.0,0.0,0.0,0.0,12.25,52.0,4.24,0.0,2.0,1.75,14.75,8.43,0.25,0.0,0.0,0.25,0.0,0.0,39.7,84,296,2017,9.925,0,14.386,0.0
ChrisConley,HOU,WR,29,16,10,ChrisConley2021,HOU2021,0.0,0.0,0.0,0.0,0.0,0.062,0.188,3.0,0.0,2.312,1.375,20.188,14.68,0.125,0.062,0.062,0.125,0.0,0.0,64.6,103,254,2021,4.037,0,,
ChrisConley,JAX,WR,28,15,4,ChrisConley2020,JAX2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,2.667,31.4,11.78,0.133,0.067,0.067,0.133,0.0,0.0,97.1,88,190,2020,6.473,0,4.037,0.0
ChrisConley,JAX,WR,27,16,14,ChrisConley2019,JAX2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.625,2.938,48.438,16.49,0.312,0.0,0.0,0.312,0.062,0.0,156.5,39,108,2019,9.781,0,6.473,0.0
ChrisConley,KAN,WR,26,16,13,ChrisConley2018,KAN2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,2.0,20.875,10.44,0.312,0.125,0.125,0.312,0.0,0.0,91.4,81,187,2018,5.712,0,9.781,0.0
ChrisConley,KAN,WR,25,5,5,ChrisConley2017,KAN2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2.2,35.0,15.91,0.0,0.0,0.0,0.0,0.0,0.0,28.5,128,327,2017,5.7,0,5.712,0.0
ChrisConley,KAN,WR,24,16,11,ChrisConley2016,KAN2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.312,2.75,33.125,12.05,0.0,0.062,0.0,0.0,0.0,0.0,97.0,89,184,2016,6.062,0,5.7,0.0
ChrisConley,KAN,WR,23,16,5,ChrisConley2015,KAN2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.938,1.062,12.438,11.71,0.062,0.0,0.0,0.062,0.0,0.0,42.9,119,283,2015,2.681,0,6.062,0.0
ChrisCooley,WAS,TE,30,9,2,ChrisCooley2012,WAS2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.111,0.889,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,93,496,2012,0.2,0,,
ChrisEvans,CIN,RB,24,14,1,ChrisEvans2021,CIN2021,0.0,0.0,0.0,0.0,0.0,1.214,5.5,4.53,0.0,1.214,1.071,10.786,10.07,0.143,0.0,0.0,0.143,0.0,0.0,49.8,83,294,2021,3.557,0,,
ChrisGivens,2TM,WR,26,15,6,ChrisGivens2015,2TM2015,0.0,0.0,0.0,0.0,0.0,0.267,1.2,4.5,0.0,3.6,1.333,23.533,17.65,0.067,0.0,0.0,0.067,0.0,0.0,63.1,94,246,2015,4.207,0,,
ChrisGivens,STL,WR,25,14,0,ChrisGivens2014,STL2014,0.0,0.0,0.0,0.0,0.0,0.071,0.286,4.0,0.0,1.429,0.786,11.357,14.45,0.071,0.0,0.0,0.071,0.0,0.0,33.3,118,306,2014,2.379,0,4.207,0.0
ChrisGivens,STL,WR,24,16,13,ChrisGivens2013,STL2013,0.0,0.0,0.0,0.0,0.0,0.188,0.5,2.67,0.0,5.188,2.125,35.562,16.74,0.0,0.062,0.062,0.0,0.0,0.0,89.7,79,202,2013,5.606,0,2.379,0.0
ChrisGivens,STL,WR,23,15,12,ChrisGivens2012,STL2012,0.0,0.0,0.0,0.0,0.0,0.2,0.8,4.0,0.0,5.333,2.8,46.533,16.62,0.2,0.0,0.0,0.2,0.067,0.0,133.0,52,131,2012,8.867,0,5.606,0.0
ChrisGodwin,TAM,WR,25,14,14,ChrisGodwin2021,TAM2021,0.0,0.0,0.0,0.0,0.0,0.286,1.5,5.25,0.071,9.071,7.0,78.786,11.26,0.357,0.143,0.143,0.429,0.0,0.0,242.4,19,39,2021,17.314,0,,
ChrisGodwin,TAM,WR,24,12,12,ChrisGodwin2020,TAM2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.417,70.0,12.92,0.583,0.083,0.0,0.583,0.0,0.0,191.0,30,72,2020,15.917,0,17.314,0.0
ChrisGodwin,TAM,WR,23,14,14,ChrisGodwin2019,TAM2019,0.0,0.0,0.0,0.0,0.0,0.071,0.571,8.0,0.0,8.643,6.143,95.214,15.5,0.643,0.0,0.0,0.643,0.071,0.0,276.1,2,17,2019,19.721,0,15.917,0.0
ChrisGodwin,TAM,WR,22,16,5,ChrisGodwin2018,TAM2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.938,3.688,52.625,14.27,0.438,0.25,0.062,0.438,0.062,0.0,185.2,25,74,2018,11.575,0,19.721,0.0
ChrisGodwin,TAM,WR,21,16,2,ChrisGodwin2017,TAM2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.438,2.125,32.812,15.44,0.062,0.0,0.0,0.062,0.0,0.0,92.5,70,176,2017,5.781,0,11.575,0.0
ChrisGragg,BUF,TE,25,13,4,ChrisGragg2015,BUF2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.538,0.923,11.538,12.5,0.0,0.0,0.0,0.0,0.0,0.0,27.0,64,344,2015,2.077,0,,
ChrisGragg,BUF,TE,24,10,5,ChrisGragg2014,BUF2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,4.8,6.86,0.1,0.0,0.0,0.1,0.0,0.0,17.8,68,377,2014,1.78,0,2.077,0.0
ChrisGragg,BUF,TE,23,9,1,ChrisGragg2013,BUF2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.556,5.889,10.6,0.111,0.0,0.0,0.111,0.0,0.0,16.3,62,370,2013,1.811,0,1.78,0.0
ChrisGronkowski,DEN,RB,26,14,0,ChrisGronkowski2012,DEN2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.071,0.786,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,155,489,2012,0.15,0,,
ChrisHarper,SFO,WR,23,9,2,ChrisHarper2016,SFO2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333,1.444,14.778,10.23,0.0,0.0,0.0,0.0,0.0,0.0,26.3,141,343,2016,2.922,0,,
ChrisHarper,NWE,WR,22,5,0,ChrisHarper2015,NWE2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,1.2,6.0,0.0,0.2,0.2,0.0,0.0,0.0,-0.4,211,533,2015,-0.08,0,2.922,0.0
ChrisHerndon,MIN,TE,25,16,5,ChrisHerndon2021,MIN2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438,0.25,2.5,10.0,0.062,0.0,0.0,0.062,0.0,0.0,14.0,78,422,2021,0.875,0,,
ChrisHerndon,NYJ,TE,24,16,13,ChrisHerndon2020,NYJ2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.812,1.938,17.938,9.26,0.188,0.125,0.125,0.188,0.0,0.0,73.7,34,231,2020,4.606,0,0.875,0.0
ChrisHerndon,NYJ,TE,23,1,0,ChrisHerndon2019,NYJ2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,108,518,2019,1.7,0,4.606,0.0
ChrisHerndon,NYJ,TE,22,16,12,ChrisHerndon2018,NYJ2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.438,31.375,12.87,0.25,0.125,0.0,0.25,0.0,0.0,113.2,15,158,2018,7.075,0,1.7,0.0
ChrisHogan,NOR,WR,34,5,1,ChrisHogan2021,NOR2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8,8.2,10.25,0.2,0.0,0.0,0.2,0.0,0.0,14.1,163,421,2021,2.82,0,,
ChrisHogan,NYJ,WR,33,5,4,ChrisHogan2020,NYJ2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,2.8,23.6,8.43,0.0,0.0,0.0,0.0,0.0,0.0,25.8,160,360,2020,5.16,0,2.82,0.0
ChrisHogan,CAR,WR,32,7,1,ChrisHogan2019,CAR2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.143,1.143,9.571,8.38,0.0,0.0,0.0,0.0,0.0,0.0,14.7,168,399,2019,2.1,0,5.16,0.0
ChrisHogan,NWE,WR,31,16,7,ChrisHogan2018,NWE2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.438,2.188,33.25,15.2,0.188,0.0,0.0,0.188,0.0,0.0,106.2,71,166,2018,6.638,0,2.1,0.0
ChrisHogan,NWE,WR,30,9,7,ChrisHogan2017,NWE2017,0.0,0.0,0.0,0.0,0.0,0.333,1.889,5.67,0.0,6.556,3.778,48.778,12.91,0.556,0.0,0.0,0.556,0.0,0.0,109.6,55,154,2017,12.178,0,6.638,0.0
ChrisHogan,NWE,WR,29,15,14,ChrisHogan2016,NWE2016,0.0,0.0,0.0,0.0,0.0,0.2,0.6,3.0,0.0,3.867,2.533,45.333,17.89,0.267,0.067,0.067,0.267,0.0,0.0,128.9,54,145,2016,8.593,0,12.178,0.0
ChrisHogan,BUF,WR,27,16,2,ChrisHogan2014,BUF2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.812,2.562,26.625,10.39,0.25,0.125,0.125,0.25,0.0,0.0,103.6,76,164,2014,6.475,0,8.593,0.0
ChrisHogan,BUF,WR,26,16,0,ChrisHogan2013,BUF2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.062,0.625,5.188,8.3,0.0,0.0,0.0,0.0,0.0,0.0,18.3,148,360,2013,1.144,0,6.475,0.0
ChrisIvory,BUF,RB,30,13,1,ChrisIvory2018,BUF2018,0.0,0.0,0.0,0.0,0.0,8.846,29.615,3.35,0.077,1.615,1.0,15.769,15.77,0.0,0.077,0.0,0.077,0.0,0.0,78.0,55,214,2018,6.0,0,,
ChrisIvory,JAX,RB,29,14,3,ChrisIvory2017,JAX2017,0.0,0.0,0.0,0.0,0.0,8.0,27.286,3.41,0.071,2.0,1.5,12.5,8.33,0.071,0.143,0.143,0.143,0.0,0.0,84.7,58,195,2017,6.05,0,6.0,0.0
ChrisIvory,JAX,RB,28,11,1,ChrisIvory2016,JAX2016,0.0,0.0,0.0,0.0,0.0,10.636,39.909,3.75,0.273,2.545,1.818,16.909,9.3,0.0,0.455,0.273,0.273,0.0,0.0,94.5,49,186,2016,8.591,0,6.05,0.0
ChrisIvory,NYJ,RB,27,15,14,ChrisIvory2015,NYJ2015,0.0,0.0,0.0,0.0,0.0,16.467,71.333,4.33,0.467,2.467,2.0,14.467,7.23,0.067,0.267,0.133,0.533,0.0,0.0,202.7,8,65,2015,13.513,0,8.591,0.0
ChrisIvory,NYJ,RB,26,16,10,ChrisIvory2014,NYJ2014,0.0,0.0,0.0,0.0,0.0,12.375,51.312,4.15,0.375,1.688,1.125,7.688,6.83,0.062,0.125,0.062,0.438,0.0,0.0,152.4,19,110,2014,9.525,0,13.513,0.0
ChrisIvory,NYJ,RB,25,15,6,ChrisIvory2013,NYJ2013,0.0,0.0,0.0,0.0,0.0,12.133,55.533,4.58,0.2,0.467,0.133,0.667,5.0,0.0,0.133,0.0,0.2,0.0,0.0,104.3,37,171,2013,6.953,0,9.525,0.0
ChrisIvory,NOR,RB,24,6,2,ChrisIvory2012,NOR2012,0.0,0.0,0.0,0.0,0.0,6.667,36.167,5.43,0.333,0.5,0.333,2.5,7.5,0.0,0.0,0.0,0.333,0.0,0.0,37.2,75,299,2012,6.2,0,6.953,0.0
ChrisJohnson,ARI,RB,32,4,3,ChrisJohnson2017,ARI2017,0.0,0.0,0.0,0.0,0.0,11.25,28.5,2.53,0.0,1.5,1.25,10.75,8.6,0.0,0.0,0.0,0.0,0.0,0.0,20.7,98,354,2017,5.175,0,,
ChrisJohnson,ARI,RB,31,4,0,ChrisJohnson2016,ARI2016,0.0,0.0,0.0,0.0,0.0,6.25,23.75,3.8,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,15.5,101,387,2016,3.875,0,5.175,0.0
ChrisJohnson,ARI,RB,30,11,9,ChrisJohnson2015,ARI2015,0.0,0.0,0.0,0.0,0.0,17.818,74.0,4.15,0.273,1.182,0.545,5.273,9.67,0.0,0.182,0.182,0.273,0.0,0.0,107.2,35,169,2015,9.745,0,3.875,0.0
ChrisJohnson,NYJ,RB,29,16,6,ChrisJohnson2014,NYJ2014,0.0,0.0,0.0,0.0,0.0,9.688,41.438,4.28,0.062,2.125,1.5,9.438,6.29,0.062,0.062,0.062,0.125,0.0,0.0,115.4,34,153,2014,7.212,0,9.745,0.0
ChrisJohnson,TEN,RB,28,16,16,ChrisJohnson2013,TEN2013,0.0,0.0,0.0,0.0,0.0,17.438,67.312,3.86,0.375,3.25,2.625,21.562,8.21,0.25,0.188,0.125,0.625,0.0,0.0,240.2,9,40,2013,15.012,0,7.212,0.0
ChrisJohnson,TEN,RB,27,16,15,ChrisJohnson2012,TEN2012,0.0,0.0,0.0,0.0,0.0,17.25,77.688,4.5,0.375,3.062,2.25,14.5,6.44,0.0,0.312,0.25,0.375,0.0,0.0,211.5,13,56,2012,13.219,0,15.012,0.0
ChrisLacy,DET,WR,23,7,2,ChrisLacy2019,DET2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.429,0.429,8.571,20.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,170,436,2019,1.286,0,,
ChrisManhertz,JAX,TE,29,17,10,ChrisManhertz2021,JAX2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529,0.353,4.176,11.83,0.059,0.0,0.0,0.059,0.0,0.0,19.1,68,393,2021,1.124,0,,
ChrisManhertz,CAR,TE,28,16,12,ChrisManhertz2020,CAR2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.375,3.25,8.67,0.0,0.0,0.0,0.0,0.0,0.0,11.2,87,444,2020,0.7,0,1.124,0.0
ChrisManhertz,CAR,TE,27,15,6,ChrisManhertz2019,CAR2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,0.067,0.733,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,103,510,2019,0.14,0,0.7,0.0
ChrisManhertz,CAR,TE,26,16,4,ChrisManhertz2018,CAR2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312,0.125,3.25,26.0,0.062,0.0,0.0,0.062,0.0,0.0,13.2,75,402,2018,0.825,0,0.14,0.0
ChrisManhertz,CAR,TE,25,16,4,ChrisManhertz2017,CAR2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.125,1.062,8.5,0.0,0.0,0.0,0.0,0.0,0.0,3.7,98,484,2017,0.231,0,0.825,0.0
ChrisManhertz,2TM,TE,24,7,2,ChrisManhertz2016,2TM2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.143,1.429,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,105,501,2016,0.286,0,0.231,0.0
ChrisMoore,HOU,WR,28,12,1,ChrisMoore2021,HOU2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.833,1.75,18.917,10.81,0.167,0.0,0.0,0.167,0.0,0.0,55.7,116,274,2021,4.642,0,,
ChrisMoore,BAL,WR,26,14,1,ChrisMoore2019,BAL2019,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.357,0.214,1.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,194,473,2019,0.364,0,4.642,0.0
ChrisMoore,BAL,WR,25,16,0,ChrisMoore2018,BAL2018,0.0,0.0,0.0,0.0,0.0,0.312,1.062,3.4,0.0,1.562,1.188,12.25,10.32,0.062,0.0,0.0,0.062,0.0,0.0,46.3,122,281,2018,2.894,0,0.364,0.0
