Player,Tm,Pos,Age,G,GS,PlID,TmID,Cmp/G,PassAtt/G,PassYds/G,PassTD/G,Int/G,RushAtt/G,RushYds/G,RushYds/Att,RushTD/G,Tgt/G,Rec/G,RecYds/G,Yds/Rec,RecTD/G,Fmb/G,FL/G,TotTD/G,2PM/G,2PP/G,FPts,PosRk,OvRank,Yr,PPR/G,Starter,Next_Yr_PPG,Next_Yr_Starter
GregLittle,CIN,WR,25,6,1,GregLittle2014,CIN2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,11.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,12.9,151,409,2014,2.15,0,,
GregLittle,CLE,WR,24,16,13,GregLittle2013,CLE2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.188,2.562,29.062,11.34,0.125,0.0,0.0,0.125,0.0,0.0,99.5,76,182,2013,6.219,0,2.15,0.0
GregLittle,CLE,WR,23,16,16,GregLittle2012,CLE2012,0.0,0.0,0.0,0.0,0.0,0.125,0.938,7.5,0.0,5.875,3.312,40.438,12.21,0.25,0.0,0.0,0.25,0.0,0.0,143.2,53,119,2012,8.95,0,6.219,0.0
GregMcElroy,NYJ,QB,24,2,1,GregMcElroy2012,NYJ2012,9.5,15.5,107.0,0.5,0.5,4.0,15.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,11.6,49,407,2012,5.8,0,,
GregOlsen,SEA,TE,35,11,8,GregOlsen2020,SEA2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.364,2.182,21.727,9.96,0.091,0.0,0.0,0.091,0.0,0.0,53.9,50,276,2020,4.9,0,,
GregOlsen,CAR,TE,34,14,14,GregOlsen2019,CAR2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.857,3.714,42.643,11.48,0.143,0.0,0.0,0.143,0.0,0.0,123.7,15,139,2019,8.836,0,4.9,0.0
GregOlsen,CAR,TE,33,9,9,GregOlsen2018,CAR2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.222,3.0,32.333,10.78,0.444,0.0,0.0,0.444,0.0,0.0,80.1,23,210,2018,8.9,0,8.836,0.0
GregOlsen,CAR,TE,32,7,7,GregOlsen2017,CAR2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.429,2.429,27.286,11.24,0.143,0.0,0.0,0.143,0.0,0.0,42.1,49,288,2017,6.014,0,8.9,0.0
GregOlsen,CAR,TE,31,16,16,GregOlsen2016,CAR2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.062,5.0,67.062,13.41,0.188,0.0,0.0,0.188,0.062,0.0,207.3,2,62,2016,12.956,0,6.014,0.0
GregOlsen,CAR,TE,30,16,16,GregOlsen2015,CAR2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,4.812,69.0,14.34,0.438,0.062,0.062,0.438,0.0,0.0,227.4,4,48,2015,14.212,0,12.956,0.0
GregOlsen,CAR,TE,29,16,16,GregOlsen2014,CAR2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.688,5.25,63.0,12.0,0.375,0.062,0.0,0.375,0.0,0.0,220.8,4,49,2014,13.8,0,14.212,0.0
GregOlsen,CAR,TE,28,16,16,GregOlsen2013,CAR2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.938,4.562,51.0,11.18,0.375,0.0,0.0,0.375,0.0,0.0,190.6,8,73,2013,11.912,0,13.8,0.0
GregOlsen,CAR,TE,27,16,16,GregOlsen2012,CAR2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,4.312,52.688,12.22,0.312,0.0,0.0,0.312,0.0,0.0,183.3,6,79,2012,11.456,0,11.912,0.0
GregSalas,BUF,WR,28,2,1,GregSalas2016,BUF2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,44.5,22.25,0.5,0.0,0.0,0.5,0.0,0.0,18.9,139,368,2016,9.45,0,,
GregSalas,BUF,WR,27,2,0,GregSalas2015,BUF2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,20.5,13.67,0.0,0.0,0.0,0.0,0.0,0.0,7.1,173,452,2015,3.55,0,9.45,0.0
GregSalas,NYJ,WR,26,10,2,GregSalas2014,NYJ2014,0.0,0.0,0.0,0.0,0.0,0.1,2.0,20.0,0.1,2.3,0.8,16.7,20.88,0.0,0.0,0.0,0.1,0.0,0.0,32.7,116,308,2014,3.27,0,3.55,0.0
GregSalas,NYJ,WR,25,8,0,GregSalas2013,NYJ2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.625,1.0,17.875,17.88,0.0,0.0,0.0,0.0,0.0,0.0,22.3,130,343,2013,2.788,0,3.27,0.0
GregWard,PHI,WR,26,17,0,GregWard2021,PHI2021,0.059,0.118,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.647,0.412,5.588,13.57,0.176,0.0,0.0,0.176,0.0,0.0,34.6,127,333,2021,2.035,0,,
GregWard,PHI,WR,25,16,10,GregWard2020,PHI2020,0.062,0.062,0.938,0.0,0.0,0.125,-0.25,-2.0,0.0,4.938,3.312,26.188,7.91,0.375,0.125,0.0,0.375,0.062,0.0,133.1,62,141,2020,8.319,0,2.035,0.0
GregWard,PHI,WR,24,7,3,GregWard2019,PHI2019,0.0,0.0,0.0,0.0,0.0,0.143,0.714,5.0,0.0,5.714,4.0,36.286,9.07,0.143,0.0,0.0,0.143,0.0,0.0,59.9,106,243,2019,8.557,0,8.319,0.0
GriffWhalen,BAL,WR,27,2,0,GriffWhalen2017,BAL2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,11.5,5.75,0.0,0.0,0.0,0.0,0.0,0.0,6.3,186,462,2017,3.15,0,,
GriffWhalen,SDG,WR,26,8,0,GriffWhalen2016,SDG2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,2.75,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,182,471,2016,0.525,0,3.15,0.0
GriffWhalen,IND,WR,25,14,0,GriffWhalen2015,IND2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.857,1.357,14.643,10.79,0.071,0.286,0.143,0.071,0.0,0.0,41.5,124,290,2015,2.964,0,0.525,0.0
GriffWhalen,IND,WR,24,10,0,GriffWhalen2014,IND2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,2.3,11.5,0.0,0.2,0.1,0.0,0.0,0.0,2.3,186,490,2014,0.23,0,2.964,0.0
GriffWhalen,IND,WR,23,9,3,GriffWhalen2013,IND2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.444,2.667,28.778,10.79,0.222,0.0,0.0,0.222,0.0,0.0,61.9,108,246,2013,6.878,0,0.23,0.0
GunnerOlszewski,NWE,WR,25,16,0,GunnerOlszewski2021,NWE2021,0.0,0.0,0.0,0.0,0.0,0.062,0.562,9.0,0.0,0.188,0.125,1.938,15.5,0.0,0.188,0.0,0.0,0.0,0.0,6.0,186,493,2021,0.375,0,,
GunnerOlszewski,NWE,WR,24,13,2,GunnerOlszewski2020,NWE2020,0.0,0.0,0.0,0.0,0.0,0.385,1.769,4.6,0.0,0.385,0.385,4.769,12.4,0.077,0.077,0.0,0.154,0.0,0.0,25.5,134,361,2020,1.962,0,0.375,0.0
GunnerOlszewski,NWE,WR,23,8,0,GunnerOlszewski2019,NWE2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,4.25,17.0,0.0,0.125,0.125,0.0,0.0,0.0,3.4,206,496,2019,0.425,0,1.962,0.0
GusEdwards,BAL,RB,25,16,6,GusEdwards2020,BAL2020,0.0,0.0,0.0,0.0,0.0,9.0,45.188,5.02,0.375,0.812,0.562,8.062,14.33,0.0,0.062,0.062,0.375,0.0,0.0,128.2,28,146,2020,8.012,0,,
GusEdwards,BAL,RB,24,16,1,GusEdwards2019,BAL2019,0.0,0.0,0.0,0.0,0.0,8.312,44.438,5.35,0.125,0.438,0.438,2.812,6.43,0.0,0.125,0.062,0.125,0.0,0.0,92.6,43,183,2019,5.788,0,8.012,0.0
GusEdwards,BAL,RB,23,11,6,GusEdwards2018,BAL2018,0.0,0.0,0.0,0.0,0.0,12.455,65.273,5.24,0.182,0.182,0.182,1.818,10.0,0.0,0.0,0.0,0.182,0.091,0.0,89.8,45,189,2018,8.164,0,5.788,0.0
HakeemNicks,NYG,WR,27,6,2,HakeemNicks2015,NYG2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.333,1.167,9.0,7.71,0.0,0.0,0.0,0.0,0.0,0.0,12.4,168,421,2015,2.067,0,,
HakeemNicks,IND,WR,26,16,6,HakeemNicks2014,IND2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,2.375,25.312,10.66,0.25,0.0,0.0,0.25,0.0,0.0,102.5,73,166,2014,6.406,0,2.067,0.0
HakeemNicks,NYG,WR,25,15,15,HakeemNicks2013,NYG2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.733,3.733,59.733,16.0,0.0,0.0,0.0,0.0,0.0,0.0,145.6,53,113,2013,9.707,0,6.406,0.0
HakeemNicks,NYG,WR,24,13,11,HakeemNicks2012,NYG2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.692,4.077,53.231,13.06,0.231,0.0,0.0,0.231,0.0,0.0,140.2,54,121,2012,10.785,0,9.707,0.0
HakeemValles,DET,TE,26,3,0,HakeemValles2018,DET2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.667,3.667,5.5,0.0,0.0,0.0,0.0,0.0,0.0,3.1,107,494,2018,1.033,0,,
HaleHentges,WAS,TE,23,11,4,HaleHentges2019,WAS2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.273,0.727,9.364,12.88,0.091,0.0,0.0,0.091,0.0,0.0,24.3,64,351,2019,2.209,0,,
HarrisonBryant,CLE,TE,23,16,3,HarrisonBryant2021,CLE2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.312,14.562,11.1,0.188,0.0,0.0,0.188,0.0,0.0,62.3,31,258,2021,3.894,0,,
HarrisonBryant,CLE,TE,22,15,9,HarrisonBryant2020,CLE2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.533,1.6,15.867,9.92,0.2,0.133,0.133,0.2,0.0,0.0,61.8,40,255,2020,4.12,0,3.894,0.0
HarryDouglas,TEN,WR,33,2,0,HarryDouglas2017,TEN2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,193,503,2017,0.9,0,,
HarryDouglas,TEN,WR,32,11,2,HarryDouglas2016,TEN2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.364,19.091,14.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,128,297,2016,3.273,0,0.9,0.0
HarryDouglas,TEN,WR,31,14,12,HarryDouglas2015,TEN2015,0.0,0.0,0.0,0.0,0.0,0.071,-0.429,-6.0,0.0,5.143,2.571,29.357,11.42,0.143,0.143,0.071,0.143,0.0,0.0,86.5,88,201,2015,6.179,0,3.273,0.0
HarryDouglas,ATL,WR,30,12,6,HarryDouglas2014,ATL2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.167,4.25,46.333,10.9,0.167,0.0,0.0,0.167,0.083,0.0,120.6,65,144,2014,10.05,0,6.179,0.0
HarryDouglas,ATL,WR,29,16,11,HarryDouglas2013,ATL2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25,5.312,66.688,12.55,0.125,0.188,0.125,0.125,0.0,0.0,199.7,33,66,2013,12.481,0,10.05,0.0
HarryDouglas,ATL,WR,28,15,1,HarryDouglas2012,ATL2012,0.0,0.0,0.0,0.0,0.0,0.133,0.267,2.0,0.0,3.933,2.533,26.333,10.39,0.067,0.067,0.0,0.067,0.0,0.0,83.9,88,193,2012,5.593,0,12.481,0.0
HaydenHurst,ATL,TE,28,13,5,HaydenHurst2021,ATL2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.385,2.0,17.0,8.5,0.231,0.231,0.077,0.231,0.0,0.0,64.1,39,255,2021,4.931,0,,
HaydenHurst,ATL,TE,27,16,9,HaydenHurst2020,ATL2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.5,35.688,10.2,0.375,0.0,0.0,0.375,0.0,0.0,149.1,11,119,2020,9.319,0,4.931,0.0
HaydenHurst,BAL,TE,26,16,4,HaydenHurst2019,BAL2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.438,1.875,21.812,11.63,0.125,0.0,0.0,0.125,0.0,0.0,76.9,34,213,2019,4.806,0,9.319,0.0
HaydenHurst,BAL,TE,25,12,0,HaydenHurst2018,BAL2018,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.0,0.0,1.917,1.083,13.583,12.54,0.083,0.0,0.0,0.083,0.0,0.0,35.3,58,325,2018,2.942,0,4.806,0.0
HaydenSmith,NYJ,TE,27,5,0,HaydenSmith2012,NYJ2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,3.2,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,86,476,2012,0.52,0,,
HeathMiller,PIT,TE,33,15,15,HeathMiller2015,PIT2015,0.0,0.0,0.0,0.0,0.0,0.067,0.133,2.0,0.0,5.4,4.0,35.667,8.92,0.133,0.0,0.0,0.133,0.067,0.0,127.7,23,133,2015,8.513,0,,
HeathMiller,PIT,TE,32,16,16,HeathMiller2014,PIT2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.688,4.125,47.562,11.53,0.188,0.062,0.062,0.188,0.062,0.0,160.1,11,102,2014,10.006,0,8.513,0.0
HeathMiller,PIT,TE,31,14,14,HeathMiller2013,PIT2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.643,4.143,42.357,10.22,0.071,0.071,0.071,0.071,0.0,0.0,121.3,26,145,2013,8.664,0,10.006,0.0
HeathMiller,PIT,TE,30,15,15,HeathMiller2012,PIT2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.733,4.733,54.4,11.49,0.533,0.0,0.0,0.533,0.067,0.0,202.6,4,61,2012,13.507,0,8.664,0.0
HenryHynoski,NYG,RB,26,16,4,HenryHynoski2014,NYG2014,0.0,0.0,0.0,0.0,0.0,0.438,0.812,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,153,505,2014,0.081,0,,
HenryHynoski,NYG,RB,25,3,2,HenryHynoski2013,NYG2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.333,1.667,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,155,502,2013,0.5,0,0.081,0.0
HenryHynoski,NYG,RB,24,16,11,HenryHynoski2012,NYG2012,0.0,0.0,0.0,0.0,0.0,0.312,1.25,4.0,0.0,0.938,0.688,3.125,4.55,0.062,0.0,0.0,0.062,0.0,0.0,24.0,118,339,2012,1.5,0,0.5,0.0
HenryKriegerCoble,DEN,TE,24,2,0,HenryKriegerCoble2016,DEN2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,101,499,2016,1.15,0,,
HenryRuggsIII,LVR,WR,22,7,7,HenryRuggsIII2021,LVR2021,0.0,0.0,0.0,0.0,0.0,0.429,2.286,5.33,0.0,5.143,3.429,67.0,19.54,0.286,0.0,0.0,0.286,0.0,0.0,84.5,74,205,2021,12.071,0,,
HenryRuggsIII,LVR,WR,21,13,12,HenryRuggsIII2020,LVR2020,0.0,0.0,0.0,0.0,0.0,0.692,3.769,5.44,0.0,3.308,2.0,34.769,17.38,0.154,0.154,0.154,0.154,0.0,0.0,84.1,87,212,2020,6.469,0,12.071,0.0
HunterBryant,DET,TE,22,5,0,HunterBryant2020,DET2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,8.8,44.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,90,497,2020,1.08,0,,
HunterHenry,NWE,TE,27,17,10,HunterHenry2021,NWE2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.412,2.941,35.471,12.06,0.529,0.0,0.0,0.529,0.0,0.0,164.3,7,100,2021,9.665,0,,
HunterHenry,LAC,TE,26,14,14,HunterHenry2020,LAC2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.643,4.286,43.786,10.22,0.286,0.0,0.0,0.286,0.0,0.0,145.3,15,123,2020,10.379,0,9.665,0.0
HunterHenry,LAC,TE,25,12,12,HunterHenry2019,LAC2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333,4.583,54.333,11.85,0.417,0.083,0.083,0.417,0.083,0.0,150.2,8,114,2019,12.517,0,10.379,0.0
HunterHenry,LAC,TE,23,14,13,HunterHenry2017,LAC2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.429,3.214,41.357,12.87,0.286,0.0,0.0,0.286,0.0,0.0,126.9,12,134,2017,9.064,0,12.517,0.0
HunterHenry,SDG,TE,22,15,10,HunterHenry2016,SDG2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.533,2.4,31.867,13.28,0.533,0.067,0.067,0.533,0.0,0.0,129.8,11,144,2016,8.653,0,9.064,0.0
HunterLong,MIA,TE,23,7,2,HunterLong2021,MIA2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,0.143,1.143,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,111,553,2021,0.257,0,,
HunterRenfrow,LVR,WR,26,17,9,HunterRenfrow2021,LVR2021,0.0,0.0,0.0,0.0,0.0,0.176,0.176,1.0,0.0,7.529,6.059,61.059,10.08,0.529,0.294,0.059,0.529,0.0,0.0,259.1,13,28,2021,15.241,0,,
HunterRenfrow,LVR,WR,25,16,6,HunterRenfrow2020,LVR2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.812,3.5,41.0,11.71,0.125,0.125,0.062,0.125,0.0,0.0,131.6,64,143,2020,8.225,0,15.241,0.0
HunterRenfrow,OAK,WR,24,13,4,HunterRenfrow2019,OAK2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.462,3.769,46.538,12.35,0.308,0.077,0.0,0.308,0.0,0.0,133.5,55,135,2019,10.269,0,8.225,0.0
HunterSharp,2TM,WR,23,3,1,HunterSharp2017,2TM2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.667,18.0,10.8,0.333,0.0,0.0,0.333,0.0,0.0,16.4,145,382,2017,5.467,0,,
IanBook,NOR,QB,23,1,1,IanBook2021,NOR2021,12.0,20.0,135.0,0.0,2.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,67,544,2021,2.0,0,,
IanThomas,CAR,TE,25,17,13,IanThomas2021,CAR2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.765,1.059,11.059,10.44,0.0,0.0,0.0,0.0,0.0,0.0,36.8,62,324,2021,2.165,0,,
IanThomas,CAR,TE,24,16,8,IanThomas2020,CAR2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.938,1.25,9.062,7.25,0.062,0.062,0.0,0.062,0.0,0.0,40.5,61,310,2020,2.531,0,2.165,0.0
IanThomas,CAR,TE,23,16,3,IanThomas2019,CAR2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.875,1.0,8.5,8.5,0.062,0.0,0.0,0.062,0.0,0.0,35.6,55,311,2019,2.225,0,2.531,0.0
IanThomas,CAR,TE,22,16,6,IanThomas2018,CAR2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.062,2.25,20.812,9.25,0.125,0.0,0.0,0.125,0.0,0.0,81.3,29,208,2018,5.081,0,2.225,0.0
IfeanyiMomah,ARI,WR,28,9,2,IfeanyiMomah2017,ARI2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.111,5.111,46.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,175,467,2017,0.622,0,,
IfeanyiMomah,ARI,WR,27,5,1,IfeanyiMomah2016,ARI2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,174,451,2016,1.4,0,0.622,0.0
IhmirSmithMarsette,MIN,WR,22,8,1,IhmirSmithMarsette2021,MIN2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.625,14.5,23.2,0.25,0.0,0.0,0.25,0.0,0.0,28.6,131,353,2021,3.575,0,,
IrvSmithJr,MIN,TE,22,13,7,IrvSmithJr2020,MIN2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.308,2.308,28.077,12.17,0.385,0.0,0.0,0.385,0.077,0.0,98.5,21,186,2020,7.577,0,,
IrvSmithJr,MIN,TE,21,16,7,IrvSmithJr2019,MIN2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.938,2.25,19.438,8.64,0.125,0.062,0.0,0.125,0.0,0.0,79.1,39,210,2019,4.944,0,7.577,0.0
IsaacNauta,DET,TE,23,7,0,IsaacNauta2020,DET2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286,0.143,0.429,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,113,559,2020,0.186,0,,
IsaacNauta,DET,TE,22,6,0,IsaacNauta2019,DET2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.333,2.167,6.5,0.0,0.0,0.0,0.0,0.0,0.0,3.3,100,499,2019,0.55,0,0.186,0.0
IsaacRedman,PIT,RB,29,3,1,IsaacRedman2013,PIT2013,0.0,0.0,0.0,0.0,0.0,3.333,4.0,1.2,0.0,1.667,1.333,4.667,3.5,0.0,0.333,0.0,0.0,0.0,0.0,6.6,142,445,2013,2.2,0,,
IsaacRedman,PIT,RB,28,14,5,IsaacRedman2012,PIT2012,0.0,0.0,0.0,0.0,0.0,7.857,29.286,3.73,0.143,1.643,1.357,17.429,12.84,0.0,0.214,0.214,0.143,0.0,0.0,90.4,45,183,2012,6.457,0,2.2,0.0
IsaiahCrowell,NYJ,RB,25,13,6,IsaiahCrowell2018,NYJ2018,0.0,0.0,0.0,0.0,0.0,11.0,52.692,4.79,0.462,2.154,1.615,11.692,7.24,0.0,0.0,0.0,0.462,0.0,0.0,140.7,29,118,2018,10.823,0,,
IsaiahCrowell,CLE,RB,24,16,16,IsaiahCrowell2017,CLE2017,0.0,0.0,0.0,0.0,0.0,12.875,53.312,4.14,0.125,2.625,1.75,11.375,6.5,0.0,0.062,0.062,0.125,0.062,0.0,143.5,30,109,2017,8.969,0,10.823,0.0
IsaiahCrowell,CLE,RB,23,16,16,IsaiahCrowell2016,CLE2016,0.0,0.0,0.0,0.0,0.0,12.375,59.5,4.81,0.438,3.312,2.5,19.938,7.98,0.0,0.125,0.125,0.438,0.0,0.0,205.1,14,63,2016,12.819,0,8.969,0.0
IsaiahCrowell,CLE,RB,22,16,9,IsaiahCrowell2015,CLE2015,0.0,0.0,0.0,0.0,0.0,11.562,44.125,3.82,0.25,1.375,1.188,11.375,9.58,0.062,0.0,0.0,0.312,0.0,0.0,137.8,26,119,2015,8.612,0,12.819,0.0
IsaiahCrowell,CLE,RB,21,16,4,IsaiahCrowell2014,CLE2014,0.0,0.0,0.0,0.0,0.0,9.25,37.938,4.1,0.5,0.875,0.562,5.438,9.67,0.0,0.188,0.125,0.5,0.0,0.0,122.4,29,141,2014,7.65,0,8.612,0.0
IsaiahFord,MIA,WR,25,13,2,IsaiahFord2021,MIA2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.308,0.923,12.385,13.42,0.154,0.0,0.0,0.154,0.0,0.0,40.1,126,316,2021,3.085,0,,
IsaiahFord,MIA,WR,24,10,1,IsaiahFord2020,MIA2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2.8,27.6,9.86,0.0,0.0,0.0,0.0,0.0,0.0,55.6,126,270,2020,5.56,0,3.085,0.0
IsaiahFord,MIA,WR,23,8,0,IsaiahFord2019,MIA2019,0.0,0.0,0.0,0.0,0.0,0.125,1.375,11.0,0.0,4.375,2.875,30.5,10.61,0.0,0.0,0.0,0.0,0.0,0.0,48.5,123,271,2019,6.062,0,5.56,0.0
IsaiahMcKenzie,BUF,WR,26,15,2,IsaiahMcKenzie2021,BUF2021,0.0,0.0,0.0,0.0,0.0,0.6,3.133,5.22,0.067,1.733,1.333,11.867,8.9,0.067,0.133,0.067,0.133,0.0,0.0,52.5,122,279,2021,3.5,0,,
IsaiahMcKenzie,BUF,WR,25,16,7,IsaiahMcKenzie2020,BUF2020,0.062,0.062,0.75,0.062,0.0,0.625,0.562,0.9,0.0,2.125,1.875,17.625,9.4,0.312,0.0,0.0,0.375,0.0,0.0,99.6,67,182,2020,6.225,0,3.5,0.0
IsaiahMcKenzie,BUF,WR,24,15,8,IsaiahMcKenzie2019,BUF2019,0.0,0.0,0.0,0.0,0.0,0.533,3.267,6.13,0.0,2.6,1.8,16.933,9.41,0.067,0.0,0.0,0.067,0.0,0.0,63.3,100,237,2019,4.22,0,6.225,0.0
IsaiahMcKenzie,2TM,WR,23,8,1,IsaiahMcKenzie2018,2TM2018,0.0,0.0,0.0,0.0,0.0,1.25,8.25,6.6,0.25,3.75,2.25,22.375,9.94,0.0,0.25,0.125,0.25,0.0,0.0,52.5,109,272,2018,6.562,0,4.22,0.0
IsaiahMcKenzie,DEN,WR,22,11,0,IsaiahMcKenzie2017,DEN2017,0.0,0.0,0.0,0.0,0.0,0.091,0.364,4.0,0.0,1.182,0.364,2.636,7.25,0.0,0.545,0.182,0.0,0.0,0.0,3.3,225,490,2017,0.3,0,6.562,0.0
IsaiahPead,MIA,RB,27,3,0,IsaiahPead2016,MIA2016,0.0,0.0,0.0,0.0,0.0,2.667,7.333,2.75,0.0,0.333,0.333,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,135,476,2016,1.267,0,,
IsaiahPead,STL,RB,26,2,0,IsaiahPead2015,STL2015,0.0,0.0,0.0,0.0,0.0,1.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,-1.7,170,535,2015,-0.85,0,1.267,0.0
IsaiahPead,STL,RB,24,10,0,IsaiahPead2013,STL2013,0.0,0.0,0.0,0.0,0.0,0.7,2.1,3.0,0.0,1.5,1.1,7.8,7.09,0.0,0.0,0.0,0.0,0.1,0.0,22.9,110,341,2013,2.29,0,-0.85,0.0
